mengyxx,#genre#
薛仁贵传奇,http://45.192.97.170:8880/play/467.m3u8
动漫,http://45.192.97.170:8880/play/468.m3u8
鬼片恐怖私家影院,http://45.192.97.170:8880/play/469.m3u8
《武林外传》武侠,http://45.192.97.170:8880/play/470.m3u8
【新三国】吕布,http://45.192.97.170:8880/play/471.m3u8
破案港剧,http://45.192.97.170:8880/play/472.m3u8
经典港片电影,http://45.192.97.170:8880/play/473.m3u8
【武林客栈】,http://45.192.97.170:8880/play/474.m3u8
战狼10086,http://45.192.97.170:8880/play/475.m3u8
【战狼3吴京】首播,http://45.192.97.170:8880/play/476.m3u8
【靓剑】乐乐陪看,http://45.192.97.170:8880/play/477.m3u8
情满四合院-高分电视剧,http://45.192.97.170:8880/play/478.m3u8
双月之城-国漫,http://45.192.97.170:8880/play/479.m3u8
电影电影电影电影电影电影,http://45.192.97.170:8880/play/480.m3u8
知否知否应是绿肥红瘦,http://45.192.97.170:8880/play/481.m3u8
三国演义【1994】,http://45.192.97.170:8880/play/482.m3u8
咸鱼动漫,http://45.192.97.170:8880/play/483.m3u8
张国荣与周润发的兄弟情,http://45.192.97.170:8880/play/484.m3u8
神探狄仁杰1,http://45.192.97.170:8880/play/485.m3u8
武林外传,http://45.192.97.170:8880/play/486.m3u8
神探狄仁杰1,http://45.192.97.170:8880/play/487.m3u8
恋歌,http://45.192.97.170:8880/play/488.m3u8
震撼！国内功夫大片,http://45.192.97.170:8880/play/489.m3u8
宰相刘罗锅,http://45.192.97.170:8880/play/490.m3u8
夏洛特烦恼-国内电影-喜剧,http://45.192.97.170:8880/play/491.m3u8
国内玄幻电影-林正英,http://45.192.97.170:8880/play/492.m3u8
变形金刚,http://45.192.97.170:8880/play/493.m3u8
少年包青天第三部,http://45.192.97.170:8880/play/494.m3u8
炊事班的故事III,http://45.192.97.170:8880/play/495.m3u8
速度与激情全集,http://45.192.97.170:8880/play/496.m3u8
读心神探,http://45.192.97.170:8880/play/497.m3u8
三国演义94年经典版,http://45.192.97.170:8880/play/498.m3u8
炊事班的故事II,http://45.192.97.170:8880/play/499.m3u8
神探狄仁杰2,http://45.192.97.170:8880/play/500.m3u8
YY用户,http://45.192.97.170:8880/play/501.m3u8
二号交通站,http://45.192.97.170:8880/play/502.m3u8
读心神探,http://45.192.97.170:8880/play/503.m3u8
寻秦记-穿越剧经典,http://45.192.97.170:8880/play/504.m3u8
动漫,http://45.192.97.170:8880/play/505.m3u8
欢乐颂,http://45.192.97.170:8880/play/506.m3u8
终结者2：审判日,http://45.192.97.170:8880/play/507.m3u8
情满四合院,http://45.192.97.170:8880/play/508.m3u8
YY用户,http://45.192.97.170:8880/play/509.m3u8
巩汉林春晚小品合集,http://45.192.97.170:8880/play/510.m3u8
国内动作大片,http://45.192.97.170:8880/play/511.m3u8
啊咧,http://45.192.97.170:8880/play/512.m3u8
我爱我家,http://45.192.97.170:8880/play/513.m3u8
快来呀好剧在等你,http://45.192.97.170:8880/play/514.m3u8
华子系列,http://45.192.97.170:8880/play/515.m3u8
安安电视剧,http://45.192.97.170:8880/play/516.m3u8
父母爱情,http://45.192.97.170:8880/play/517.m3u8
二号交通站,http://45.192.97.170:8880/play/518.m3u8
武工队传奇,http://45.192.97.170:8880/play/519.m3u8
国漫动漫,http://45.192.97.170:8880/play/520.m3u8
动漫,http://45.192.97.170:8880/play/521.m3u8
二号交通站,http://45.192.97.170:8880/play/522.m3u8
【破案 悬疑 港剧】,http://45.192.97.170:8880/play/523.m3u8
洪金宝福星系列,http://45.192.97.170:8880/play/524.m3u8
【周星驰】搞笑电影,http://45.192.97.170:8880/play/525.m3u8
经典抗战剧,http://45.192.97.170:8880/play/526.m3u8
进来 陪你看电视,http://45.192.97.170:8880/play/527.m3u8
国内喜剧,http://45.192.97.170:8880/play/528.m3u8
成龙系列,http://45.192.97.170:8880/play/529.m3u8
古装剧,http://45.192.97.170:8880/play/530.m3u8
少年包青天,http://45.192.97.170:8880/play/531.m3u8
军旅剧（回忆经典）,http://45.192.97.170:8880/play/532.m3u8
《石敢当》六耳猕猴,http://45.192.97.170:8880/play/533.m3u8
【新三国】日版,http://45.192.97.170:8880/play/534.m3u8
经典港片电影,http://45.192.97.170:8880/play/535.m3u8
雪中悍刀行,http://45.192.97.170:8880/play/536.m3u8
动漫《火影疾风传》,http://45.192.97.170:8880/play/537.m3u8
惊恐盗暮鬼怪,http://45.192.97.170:8880/play/538.m3u8
动漫,http://45.192.97.170:8880/play/539.m3u8
疯狂动漫 正在直播,http://45.192.97.170:8880/play/540.m3u8
24小时循环播电视剧,http://45.192.97.170:8880/play/541.m3u8
动漫,http://45.192.97.170:8880/play/542.m3u8
速度与激情系列！-精彩大片,http://45.192.97.170:8880/play/543.m3u8
欢乐一起看,http://45.192.97.170:8880/play/544.m3u8
天道-9.2高分好剧,http://45.192.97.170:8880/play/545.m3u8
大进军全集：红色系列电影,http://45.192.97.170:8880/play/546.m3u8
妖神记,http://45.192.97.170:8880/play/547.m3u8
新白娘子传奇-女神赵雅芝,http://45.192.97.170:8880/play/548.m3u8
郝蕾演绎-情满四合院,http://45.192.97.170:8880/play/549.m3u8
我的体育老师,http://45.192.97.170:8880/play/550.m3u8
YY用户,http://45.192.97.170:8880/play/551.m3u8
伪装者,http://45.192.97.170:8880/play/552.m3u8
法证先锋,http://45.192.97.170:8880/play/553.m3u8
抹茶少女,http://45.192.97.170:8880/play/554.m3u8
魔幻手机,http://45.192.97.170:8880/play/555.m3u8
漫威十年老粉福利来了,http://45.192.97.170:8880/play/556.m3u8
智取威虎山,http://45.192.97.170:8880/play/557.m3u8
大家都在看的电视剧,http://45.192.97.170:8880/play/558.m3u8
YY用户,http://45.192.97.170:8880/play/559.m3u8
院线动作大片,http://45.192.97.170:8880/play/560.m3u8
灌篮高手,http://45.192.97.170:8880/play/561.m3u8
经典大片合集,http://45.192.97.170:8880/play/562.m3u8
流行古装剧—知否知否应是绿肥红瘦,http://45.192.97.170:8880/play/563.m3u8
寻秦记,http://45.192.97.170:8880/play/564.m3u8
����������,http://45.192.97.170:8880/play/565.m3u8
寻秦记-穿越剧经典,http://45.192.97.170:8880/play/566.m3u8
妖神记-全集,http://45.192.97.170:8880/play/567.m3u8
情满四合院,http://45.192.97.170:8880/play/568.m3u8
这部剧你居然没看过？,http://45.192.97.170:8880/play/569.m3u8
少年包青天第三部,http://45.192.97.170:8880/play/570.m3u8
周星星系列,http://45.192.97.170:8880/play/571.m3u8
笑傲帮,http://45.192.97.170:8880/play/572.m3u8
老广的味道 第3季-美食纪录片,http://45.192.97.170:8880/play/573.m3u8
YY用户,http://45.192.97.170:8880/play/574.m3u8
YY用户,http://45.192.97.170:8880/play/575.m3u8
炊事班的故事,http://45.192.97.170:8880/play/576.m3u8
西游记后传,http://45.192.97.170:8880/play/577.m3u8
北京爱情故事，心动不打烊,http://45.192.97.170:8880/play/578.m3u8
宫锁珠帘,http://45.192.97.170:8880/play/579.m3u8
YY用户,http://45.192.97.170:8880/play/580.m3u8
我的前半生,http://45.192.97.170:8880/play/581.m3u8
你最爱的宋小宝,http://45.192.97.170:8880/play/582.m3u8
易中天品三国,http://45.192.97.170:8880/play/583.m3u8
真心想让你幸福,http://45.192.97.170:8880/play/584.m3u8
风筝,http://45.192.97.170:8880/play/585.m3u8
YY用户,http://45.192.97.170:8880/play/586.m3u8
以家人之名,http://45.192.97.170:8880/play/587.m3u8
仙剑奇侠传-神仙姐姐驾到,http://45.192.97.170:8880/play/588.m3u8
YY用户,http://45.192.97.170:8880/play/589.m3u8
小鬼当家-童年回忆,http://45.192.97.170:8880/play/590.m3u8
YY用户,http://45.192.97.170:8880/play/591.m3u8
复仇者联盟全季,http://45.192.97.170:8880/play/592.m3u8
史诗级科幻电影-阿凡达,http://45.192.97.170:8880/play/593.m3u8
无敌县令,http://45.192.97.170:8880/play/594.m3u8
穿越时空的爱恋,http://45.192.97.170:8880/play/595.m3u8
娆�涔�棰�,http://45.192.97.170:8880/play/596.m3u8
俺娘田小草,http://45.192.97.170:8880/play/597.m3u8
超精彩！系列动作电影,http://45.192.97.170:8880/play/598.m3u8
野山鹰-影视剧,http://45.192.97.170:8880/play/599.m3u8
甜甜的恋爱 这狗粮我吃了,http://45.192.97.170:8880/play/600.m3u8
大汉贤后卫子夫,http://45.192.97.170:8880/play/601.m3u8
欢乐集结号3,http://45.192.97.170:8880/play/602.m3u8
密子君,http://45.192.97.170:8880/play/603.m3u8
非常保镖-经典港剧,http://45.192.97.170:8880/play/604.m3u8
哈利波特全集,http://45.192.97.170:8880/play/605.m3u8
笑声传奇,http://45.192.97.170:8880/play/606.m3u8
你的回忆有我吗,http://45.192.97.170:8880/play/607.m3u8
电影百团大战,http://45.192.97.170:8880/play/608.m3u8
最美的青春,http://45.192.97.170:8880/play/609.m3u8
动作大片-热血开打,http://45.192.97.170:8880/play/610.m3u8
强悍“杀猪婆”的励志人生,http://45.192.97.170:8880/play/611.m3u8
康熙王朝,http://45.192.97.170:8880/play/612.m3u8
YY用户,http://45.192.97.170:8880/play/613.m3u8
父母爱情,http://45.192.97.170:8880/play/614.m3u8
海洋幻梦-泰剧,http://45.192.97.170:8880/play/615.m3u8
刑事侦缉档案I,http://45.192.97.170:8880/play/616.m3u8
陈情令,http://45.192.97.170:8880/play/617.m3u8
YY用户,http://45.192.97.170:8880/play/618.m3u8
YY用户,http://45.192.97.170:8880/play/619.m3u8
金玉满堂：精彩港剧,http://45.192.97.170:8880/play/620.m3u8
超英集结,http://45.192.97.170:8880/play/621.m3u8
国外院线动作大片,http://45.192.97.170:8880/play/622.m3u8
香港院线大片-最新,http://45.192.97.170:8880/play/623.m3u8
粟裕大将-影视,http://45.192.97.170:8880/play/624.m3u8
YY用户,http://45.192.97.170:8880/play/625.m3u8
YY用户,http://45.192.97.170:8880/play/626.m3u8
老广的味道-美食之旅,http://45.192.97.170:8880/play/627.m3u8
辉煌或疯狂-韩剧,http://45.192.97.170:8880/play/628.m3u8
重生之超级赛亚人,http://45.192.97.170:8880/play/629.m3u8
编辑部的故事,http://45.192.97.170:8880/play/630.m3u8
国内喜剧,http://45.192.97.170:8880/play/631.m3u8
笑傲江湖 第2季,http://45.192.97.170:8880/play/632.m3u8
魔幻手机,http://45.192.97.170:8880/play/633.m3u8
叛逆者,http://45.192.97.170:8880/play/634.m3u8
保护我家蓉儿,http://45.192.97.170:8880/play/635.m3u8
欢乐集结号,http://45.192.97.170:8880/play/636.m3u8
无厘头的出处,http://45.192.97.170:8880/play/637.m3u8
人生必看的科幻片,http://45.192.97.170:8880/play/638.m3u8
美国队长史蒂夫,http://45.192.97.170:8880/play/639.m3u8
小朋友可爱到家了,http://45.192.97.170:8880/play/640.m3u8
岳云鹏宋小宝也来演电影了？,http://45.192.97.170:8880/play/641.m3u8
国产大片电影,http://45.192.97.170:8880/play/642.m3u8
侏罗纪世界-国外科幻大片合集,http://45.192.97.170:8880/play/643.m3u8
港剧-警犬巴打,http://45.192.97.170:8880/play/644.m3u8
我爱我家,http://45.192.97.170:8880/play/645.m3u8
高分科幻动作片,http://45.192.97.170:8880/play/646.m3u8
YY用户,http://45.192.97.170:8880/play/647.m3u8
回家的诱惑,http://45.192.97.170:8880/play/648.m3u8
陪你一起看好剧,http://45.192.97.170:8880/play/649.m3u8
法证先锋,http://45.192.97.170:8880/play/650.m3u8
YY用户,http://45.192.97.170:8880/play/651.m3u8
国内高分悬疑剧-风筝,http://45.192.97.170:8880/play/652.m3u8
精彩动作电影享不停,http://45.192.97.170:8880/play/653.m3u8
高分动作大片-热血出击,http://45.192.97.170:8880/play/654.m3u8
末日系列-外国电影合集,http://45.192.97.170:8880/play/655.m3u8
超燃警匪片,http://45.192.97.170:8880/play/656.m3u8
笑傲江湖 第1季,http://45.192.97.170:8880/play/657.m3u8
河伯的新娘：奇幻爱情,http://45.192.97.170:8880/play/658.m3u8
永远的经典系列,http://45.192.97.170:8880/play/659.m3u8
科幻片：来看神奇的地球,http://45.192.97.170:8880/play/660.m3u8
新世界,http://45.192.97.170:8880/play/661.m3u8
大江大河2-高分影视推荐,http://45.192.97.170:8880/play/662.m3u8
大唐双龙传,http://45.192.97.170:8880/play/663.m3u8
YY用户,http://45.192.97.170:8880/play/664.m3u8
黑衣人1、2—动作喜剧大片,http://45.192.97.170:8880/play/665.m3u8
爆笑电影！王牌大贱谍2-3,http://45.192.97.170:8880/play/666.m3u8
国外科幻,http://45.192.97.170:8880/play/667.m3u8
功夫小子进城,http://45.192.97.170:8880/play/668.m3u8
电影黑豹,http://45.192.97.170:8880/play/669.m3u8
飓风营救,http://45.192.97.170:8880/play/670.m3u8
来自星星的你,http://45.192.97.170:8880/play/671.m3u8
papi酱主演，北漂生活中的爱情与梦想,http://45.192.97.170:8880/play/672.m3u8
国产喜剧,http://45.192.97.170:8880/play/673.m3u8
本山快乐营,http://45.192.97.170:8880/play/674.m3u8
猩球崛起-怪兽片合集,http://45.192.97.170:8880/play/675.m3u8
飞虎之潜行极战,http://45.192.97.170:8880/play/676.m3u8
大明王朝,http://45.192.97.170:8880/play/677.m3u8
萌鸡小队S1-国漫,http://45.192.97.170:8880/play/678.m3u8
国产电影-就是闹着玩的,http://45.192.97.170:8880/play/679.m3u8
国内科幻片来袭,http://45.192.97.170:8880/play/680.m3u8
加勒比海盗系列,http://45.192.97.170:8880/play/681.m3u8
缺宅男女,http://45.192.97.170:8880/play/682.m3u8
本山快乐营-爆笑小品,http://45.192.97.170:8880/play/683.m3u8
中国味道 第4季-美食纪录片,http://45.192.97.170:8880/play/684.m3u8
第8号当铺,http://45.192.97.170:8880/play/685.m3u8
公主嫁到,http://45.192.97.170:8880/play/686.m3u8
黄大妮-电视剧,http://45.192.97.170:8880/play/687.m3u8
鸭子天空-翱翔于篮球的梦想,http://45.192.97.170:8880/play/688.m3u8
苦乐村官,http://45.192.97.170:8880/play/689.m3u8
单挑荒野第一季,http://45.192.97.170:8880/play/690.m3u8
法国版《家有儿女》治愈所有不开心,http://45.192.97.170:8880/play/691.m3u8
深海利剑,http://45.192.97.170:8880/play/692.m3u8
嘻嘻熙熙,http://45.192.97.170:8880/play/693.m3u8
外国科幻大片,http://45.192.97.170:8880/play/694.m3u8
躺平还是奋斗？搞笑中见真谛,http://45.192.97.170:8880/play/695.m3u8
燃爆动作片,http://45.192.97.170:8880/play/696.m3u8
国外动作大片,http://45.192.97.170:8880/play/697.m3u8
国外黑色喜剧：冷幽默小剧场,http://45.192.97.170:8880/play/698.m3u8
田园生活,http://45.192.97.170:8880/play/699.m3u8
明天和你-韩剧,http://45.192.97.170:8880/play/700.m3u8
精彩动作电影,http://45.192.97.170:8880/play/701.m3u8
国内喜剧,http://45.192.97.170:8880/play/702.m3u8
毒液：致命守护者,http://45.192.97.170:8880/play/703.m3u8
爆笑来袭-小品欢乐集结号,http://45.192.97.170:8880/play/704.m3u8
无双花木兰,http://45.192.97.170:8880/play/705.m3u8
神厨小福贵,http://45.192.97.170:8880/play/706.m3u8
洪大哥系列,http://45.192.97.170:8880/play/707.m3u8
欢乐集结号2,http://45.192.97.170:8880/play/708.m3u8
大江大河-高分影视推荐,http://45.192.97.170:8880/play/709.m3u8
战争与女性,http://45.192.97.170:8880/play/710.m3u8
我的父亲我的兵,http://45.192.97.170:8880/play/711.m3u8
缺宅男女-精彩港剧,http://45.192.97.170:8880/play/712.m3u8
国外高分大片,http://45.192.97.170:8880/play/713.m3u8
钟馗传说,http://45.192.97.170:8880/play/714.m3u8
YY用户,http://45.192.97.170:8880/play/715.m3u8
流金岁月-经典港剧,http://45.192.97.170:8880/play/716.m3u8
YY用户,http://45.192.97.170:8880/play/717.m3u8
超炫科幻大片,http://45.192.97.170:8880/play/718.m3u8
熊出没之探险日记-森林探险记,http://45.192.97.170:8880/play/719.m3u8
百家讲坛――之明太祖朱元璋,http://45.192.97.170:8880/play/720.m3u8
溏心风暴之家好月圆,http://45.192.97.170:8880/play/721.m3u8
热门喜剧,http://45.192.97.170:8880/play/722.m3u8
动作大片,http://45.192.97.170:8880/play/723.m3u8
少年四大名捕,http://45.192.97.170:8880/play/724.m3u8
欢乐集结号4,http://45.192.97.170:8880/play/725.m3u8
国内经典动作电影,http://45.192.97.170:8880/play/726.m3u8
YY用户,http://45.192.97.170:8880/play/727.m3u8
河山,http://45.192.97.170:8880/play/728.m3u8
热播完美世界,http://45.192.97.170:8880/play/729.m3u8
我的家人听不见，但我的爱你会听见,http://45.192.97.170:8880/play/730.m3u8
YY用户,http://45.192.97.170:8880/play/731.m3u8
动物世界-领略原始野性,http://45.192.97.170:8880/play/732.m3u8
农家小菜,http://45.192.97.170:8880/play/733.m3u8
一起来笑吧,http://45.192.97.170:8880/play/734.m3u8
太空荒野求生记-火星救援,http://45.192.97.170:8880/play/735.m3u8
欢乐集结号58-70,http://45.192.97.170:8880/play/736.m3u8
本山选谁上-喜剧人选拔,http://45.192.97.170:8880/play/737.m3u8
憨豆先生-经典喜剧,http://45.192.97.170:8880/play/738.m3u8
高分港剧合集,http://45.192.97.170:8880/play/739.m3u8
YY用户,http://45.192.97.170:8880/play/740.m3u8
藏地密码：秘境探险，悬念拉满,http://45.192.97.170:8880/play/741.m3u8
YY用户,http://45.192.97.170:8880/play/742.m3u8
百家讲坛-红楼梦篇,http://45.192.97.170:8880/play/743.m3u8
舌尖上的中国第2季,http://45.192.97.170:8880/play/744.m3u8
最美的青春,http://45.192.97.170:8880/play/745.m3u8
贾玲春晚小品,http://45.192.97.170:8880/play/746.m3u8
远去的飞鹰-影视剧,http://45.192.97.170:8880/play/747.m3u8
生存大战，尽显人性,http://45.192.97.170:8880/play/748.m3u8
致敬星爷致敬经典,http://45.192.97.170:8880/play/749.m3u8
欢乐集结号,http://45.192.97.170:8880/play/750.m3u8
你最爱的小龙女-神雕侠侣,http://45.192.97.170:8880/play/751.m3u8
宫心计-港剧-古装,http://45.192.97.170:8880/play/752.m3u8
大台风,http://45.192.97.170:8880/play/753.m3u8
宝莲灯前传,http://45.192.97.170:8880/play/754.m3u8
哑巴竟然会说话,http://45.192.97.170:8880/play/755.m3u8
电视剧-流金岁月,http://45.192.97.170:8880/play/756.m3u8
什么会让你快乐,http://45.192.97.170:8880/play/757.m3u8
热血少年上线，《长歌行》开播,http://45.192.97.170:8880/play/758.m3u8
能耐大了第1季,http://45.192.97.170:8880/play/759.m3u8
本山快乐营1,http://45.192.97.170:8880/play/760.m3u8
傲娇千金惹人醉,http://45.192.97.170:8880/play/761.m3u8
紧急营救,http://45.192.97.170:8880/play/762.m3u8
欢喜冤家的爱情-夏日乐悠悠,http://45.192.97.170:8880/play/763.m3u8
蔡明春晚小品,http://45.192.97.170:8880/play/764.m3u8
发哥系列,http://45.192.97.170:8880/play/765.m3u8
珍珠港-电影,http://45.192.97.170:8880/play/766.m3u8
科幻惊悚片-异形,http://45.192.97.170:8880/play/767.m3u8
银河护卫队-国外科幻巨作,http://45.192.97.170:8880/play/768.m3u8
科幻电影,http://45.192.97.170:8880/play/769.m3u8
高分动作片——创可贴,http://45.192.97.170:8880/play/770.m3u8
经典动漫,http://45.192.97.170:8880/play/771.m3u8
宇宙护卫队--国漫,http://45.192.97.170:8880/play/772.m3u8
机械战警1-3,http://45.192.97.170:8880/play/773.m3u8
忠诚无畏，战犬出击,http://45.192.97.170:8880/play/774.m3u8
国产家庭电视剧-如果岁月可回头,http://45.192.97.170:8880/play/775.m3u8
欢迎光临,http://45.192.97.170:8880/play/776.m3u8
降魔传-神魔大战,http://45.192.97.170:8880/play/777.m3u8
名媛望族-精彩港剧,http://45.192.97.170:8880/play/778.m3u8
妖神记之黑狱篇,http://45.192.97.170:8880/play/779.m3u8
天蓬元帅现代重生，爆笑修仙之旅开启,http://45.192.97.170:8880/play/780.m3u8
一分钟学道菜,http://45.192.97.170:8880/play/781.m3u8
福贵,http://45.192.97.170:8880/play/782.m3u8
从溺水到冠军，热血泳坛励志传奇,http://45.192.97.170:8880/play/783.m3u8
辣警狂花2,http://45.192.97.170:8880/play/784.m3u8
辣警狂花,http://45.192.97.170:8880/play/785.m3u8
高能博弈—大事件,http://45.192.97.170:8880/play/786.m3u8
白领被迫当楼奴？,http://45.192.97.170:8880/play/787.m3u8
拳拳到肉，搏击燃情,http://45.192.97.170:8880/play/788.m3u8
学生兵,http://45.192.97.170:8880/play/789.m3u8
超燃科幻大片：明日边缘,http://45.192.97.170:8880/play/790.m3u8
另类猪妖爆笑逆袭,http://45.192.97.170:8880/play/791.m3u8
抗日神片，燃爆抗战热血魂,http://45.192.97.170:8880/play/792.m3u8
名不虚传-韩剧,http://45.192.97.170:8880/play/793.m3u8
神探狄仁杰1—5部全集,http://45.192.97.170:8880/play/794.m3u8
狄仁杰智破红瞳谜案,http://45.192.97.170:8880/play/795.m3u8
民间怪谈盗暮,http://45.192.97.170:8880/play/796.m3u8
施公奇案2-欧阳震华,http://45.192.97.170:8880/play/797.m3u8
霹雳火：速度与激情,http://45.192.97.170:8880/play/798.m3u8
一局定生死，谁才是真正的赌王？,http://45.192.97.170:8880/play/799.m3u8
喜剧闹翻天,http://45.192.97.170:8880/play/800.m3u8
在殡仪馆发生的奇葩囧事,http://45.192.97.170:8880/play/801.m3u8
战狼7吴京退役,http://45.192.97.170:8880/play/802.m3u8
国产动作电影,http://45.192.97.170:8880/play/803.m3u8
致命武器3,http://45.192.97.170:8880/play/804.m3u8
绝境博弈，无路可逃,http://45.192.97.170:8880/play/805.m3u8
时代剧，黄土高天,http://45.192.97.170:8880/play/806.m3u8
欧美配音电影！！！,http://45.192.97.170:8880/play/807.m3u8
清官难当？看芝麻官如何破局,http://45.192.97.170:8880/play/808.m3u8
高分经典动作片,http://45.192.97.170:8880/play/809.m3u8
本山快乐营2,http://45.192.97.170:8880/play/810.m3u8
每天都要快乐哦！,http://45.192.97.170:8880/play/811.m3u8
影视小艺,http://45.192.97.170:8880/play/812.m3u8
舌尖上的中国第一季,http://45.192.97.170:8880/play/813.m3u8
电影,http://45.192.97.170:8880/play/814.m3u8
【新三国】,http://45.192.97.170:8880/play/815.m3u8
悬疑反转，直击真相,http://45.192.97.170:8880/play/816.m3u8
Simon Amstell：躺平哲学,http://45.192.97.170:8880/play/817.m3u8
热血战争巨作,http://45.192.97.170:8880/play/818.m3u8
24H地下交通站全,http://45.192.97.170:8880/play/819.m3u8
封神：祸商,http://45.192.97.170:8880/play/820.m3u8
笔墨传情，致敬经典——妙墨中国心,http://45.192.97.170:8880/play/821.m3u8
PK地球神,http://45.192.97.170:8880/play/822.m3u8
探案！探案！,http://45.192.97.170:8880/play/823.m3u8
雪中悍刀行,http://45.192.97.170:8880/play/824.m3u8
乔·科伊热辣开麦,http://45.192.97.170:8880/play/825.m3u8
最佳下饭小甜剧，暖心暖胃,http://45.192.97.170:8880/play/826.m3u8
热血抗日电影,http://45.192.97.170:8880/play/827.m3u8
一剑开天门,http://45.192.97.170:8880/play/828.m3u8
铁血拍档：并肩破局的燃魂对决,http://45.192.97.170:8880/play/829.m3u8
渴望,http://45.192.97.170:8880/play/830.m3u8
返乡青年撞破村中隐秘——村里有情况,http://45.192.97.170:8880/play/831.m3u8
小甜甜    闯关东,http://45.192.97.170:8880/play/832.m3u8
搬山道人之落天荒,http://45.192.97.170:8880/play/833.m3u8
少年包青天美黑之旅,http://45.192.97.170:8880/play/834.m3u8
来看修牛蹄,http://45.192.97.170:8880/play/835.m3u8
娘亲舅大,http://45.192.97.170:8880/play/836.m3u8
漂泊多年归来，故乡与旧爱能否依旧？,http://45.192.97.170:8880/play/837.m3u8
小人国——介子鬼城,http://45.192.97.170:8880/play/838.m3u8
深海巨兽惊现，渔民与神秘生物的生存博弈,http://45.192.97.170:8880/play/839.m3u8
笑傲江湖-电视剧,http://45.192.97.170:8880/play/840.m3u8
四位闺蜜继续在爱情与事业中寻找平衡,http://45.192.97.170:8880/play/841.m3u8
牧野诡事之赤丹珠,http://45.192.97.170:8880/play/842.m3u8
毒力觉醒的异能逆袭狂潮,http://45.192.97.170:8880/play/843.m3u8
先锋之那时青春-热血年代,http://45.192.97.170:8880/play/844.m3u8
还原英雄最后的壮烈！,http://45.192.97.170:8880/play/845.m3u8
老夫少妻搞笑忘年恋,http://45.192.97.170:8880/play/846.m3u8
感人又搞笑，父爱创造奇迹,http://45.192.97.170:8880/play/847.m3u8
铁道游击队~经典抗战剧,http://45.192.97.170:8880/play/848.m3u8
新木乃伊：古埃及公主复活的灾难对决,http://45.192.97.170:8880/play/849.m3u8
海王-院线大片,http://45.192.97.170:8880/play/850.m3u8
丹尼尔·斯洛斯烧脑谜题,http://45.192.97.170:8880/play/851.m3u8
艾迪格里芬：经典就是我,http://45.192.97.170:8880/play/852.m3u8
巾帼枭雄之义海豪情,http://45.192.97.170:8880/play/853.m3u8
呆萌飞行员,http://45.192.97.170:8880/play/854.m3u8
亚洲笑星征服美国,http://45.192.97.170:8880/play/855.m3u8
狼叔终章，为守护变种人殊死一搏,http://45.192.97.170:8880/play/856.m3u8
YY用户,http://45.192.97.170:8880/play/857.m3u8
紫霞仙子被揍了,http://45.192.97.170:8880/play/858.m3u8
雍正王朝,http://45.192.97.170:8880/play/859.m3u8
的直播间,http://45.192.97.170:8880/play/860.m3u8
悬疑武侠电影—九门,http://45.192.97.170:8880/play/861.m3u8
萌妹特攻队爆笑出击,http://45.192.97.170:8880/play/862.m3u8
金牌喜剧班,http://45.192.97.170:8880/play/863.m3u8
小爽东北菇凉，求守护,http://45.192.97.170:8880/play/864.m3u8
不可能的任务-碟中谍4,http://45.192.97.170:8880/play/865.m3u8
时间的答卷第二季,http://45.192.97.170:8880/play/866.m3u8
当旺爸爸-港剧,http://45.192.97.170:8880/play/867.m3u8
闲暇观看综艺,http://45.192.97.170:8880/play/868.m3u8
Bill Burr暴躁经典重现,http://45.192.97.170:8880/play/869.m3u8
异地演出，炸场奇遇,http://45.192.97.170:8880/play/870.m3u8
笑果伴酒，快乐中秋,http://45.192.97.170:8880/play/871.m3u8
YY用户,http://45.192.97.170:8880/play/872.m3u8
心动信号甜蜜发酵,http://45.192.97.170:8880/play/873.m3u8
新时代农村青年的热血奋斗记,http://45.192.97.170:8880/play/874.m3u8
Storm憋了一年大招,http://45.192.97.170:8880/play/875.m3u8
跨越人鬼契约，宿命伙伴并肩作战,http://45.192.97.170:8880/play/876.m3u8
TVB力作：团圆,http://45.192.97.170:8880/play/877.m3u8
异类入侵高能反转,http://45.192.97.170:8880/play/878.m3u8
旺达·塞克丝：怼遍全场,http://45.192.97.170:8880/play/879.m3u8
警匪智力对决，谁才是最后的赢家？,http://45.192.97.170:8880/play/880.m3u8
当夫妻搭档为同事，鸡飞狗跳的故事开始了,http://45.192.97.170:8880/play/881.m3u8
天龙八部,http://45.192.97.170:8880/play/882.m3u8
开放麦现场惊现认亲,http://45.192.97.170:8880/play/883.m3u8
武状元落魄，神谕指引丐帮逆袭,http://45.192.97.170:8880/play/884.m3u8
快递小哥变身英雄,http://45.192.97.170:8880/play/885.m3u8
揭秘！经典传奇背后的未解之谜,http://45.192.97.170:8880/play/886.m3u8
英伦特工智斗谍影,http://45.192.97.170:8880/play/887.m3u8
颠覆秩序的声浪狂潮,http://45.192.97.170:8880/play/888.m3u8
我的男友超能力失控！甜蜜与危机的恋爱日常,http://45.192.97.170:8880/play/889.m3u8
重启,http://45.192.97.170:8880/play/890.m3u8
嗜血巨狼突袭人类,http://45.192.97.170:8880/play/891.m3u8
杰斯尼克暗黑我思我祷,http://45.192.97.170:8880/play/892.m3u8
最佳时机：命运转角的最佳抉择与奔赴,http://45.192.97.170:8880/play/893.m3u8
热烈的玫瑰,http://45.192.97.170:8880/play/894.m3u8
孤胆英雄以一敌百，热血爆燃格斗盛宴,http://45.192.97.170:8880/play/895.m3u8
